,category,item,quantity,price,invoice_date,month,year,quarter,is_holiday,gender,age,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value,city,province_state,country,payment_method,card_type,recency,purchase_per_tenure,discount_ratio
0,-0.4923679684324818,-0.4345327518363883,-1.3290688862364683,-0.5564980296966044,2023-03-22,7,2023,12,0,-1.232014073763926,-1.228114923737543,1,0.2762692951694458,0.8214068336780322,-1.0118704488730614,2021-08-15,0.3204422339877467,0.22216960181203468,-1.3800243691040102,0.22972426151350928,0.5122749666163828,4,2,0.6188725131718513,-0.3741575904176353,-0.6236283535923591
1,-1.331583868266267,-1.0145671265762777,1.3461905466066642,-0.419132092448268,2024-04-06,0,2024,17,1,-0.0022136407793722263,-0.9065431074097321,1,1.112218245961536,-1.5849913565564304,-1.0118704488730614,2020-01-19,0.3204422339877467,-1.3811749799994686,-0.04698609129722131,0.34646000088721185,0.5122749666163828,0,2,1.703033152378835,2.071564467814021,-0.6236283535923591
2,1.1860638312350886,-0.7245499392063329,1.3461905466066642,0.4046547038475594,2022-05-31,8,2022,9,0,-1.232014073763926,-1.4210580135342297,0,-1.0024654012476786,0.13386449361104288,0.9882688056694595,2021-04-06,1.1432669633766066,-0.5844863798961255,1.5666918239425758,-0.7041616534761111,-0.6807268187035591,8,2,0.8663029029560235,0.18486459432102895,-0.11595133890511274
3,-1.331583868266267,-1.5946015013161672,-0.4373157419554242,-0.1456266995341694,2021-01-01,4,2021,4,0,1.2275867922051815,-0.7779143808786076,0,-0.8192437134028367,-0.8974490164894412,0.9882688056694595,2022-05-17,0.18330477908960335,1.2539339835670162,-1.4501842784622623,1.864024612745345,-0.6807268187035591,8,2,0.09945757278523026,0.39449791359802805,0.12381471785595165
4,0.34684793140130343,1.5955875597532247,-1.3290688862364683,-0.5981984035041351,2020-02-10,3,2020,0,0,1.2275867922051815,-0.584971291081921,0,0.759134785010539,-1.2412201865229358,0.9882688056694595,2023-01-28,0.38901096143681835,0.5056082420954972,-0.46794554744673356,-0.5874259141024086,0.5122749666163828,2,2,-0.38407051717467877,1.0932756445213585,0.5985246892232954
5,-1.331583868266267,-0.14451556446644356,-0.4373157419554242,-0.8414505840480643,2024-04-07,0,2024,17,1,1.2275867922051815,-0.9708574706752943,0,1.1542065494259788,0.4776356636445376,-1.0118704488730614,2022-08-30,-1.3252072247899733,1.5324591258762732,-0.7485851848797418,-1.0543688715972188,0.5122749666163828,5,3,-0.09886449536238867,-0.9157103318832164,-0.6236283535923591
6,1.1860638312350886,0.43551881027344586,0.45443740232561997,0.5252587261340451,2021-03-05,7,2021,4,0,-0.0022136407793722263,-0.45634256455079664,1,-0.6073936368322386,-0.5536778464559464,0.9882688056694595,2023-11-19,-0.022401403257611637,0.02190946294905335,0.444133274210543,0.46319574026091437,0.5122749666163828,6,2,-0.9412610895894177,-0.02476872495597015,-0.14929908313417917
7,1.1860638312350886,-0.7245499392063329,1.3461905466066642,-0.8304122498048944,2023-04-01,0,2023,13,1,1.2275867922051815,0.8942590640260095,1,1.4920215363899056,1.165178003711527,0.9882688056694595,2023-12-16,-0.982363587544615,0.2515803968290656,-1.309864459745758,-0.5874259141024086,0.5122749666163828,2,2,-0.9922581928273768,-0.8423386701362667,1.1893186707716288
8,-1.331583868266267,-1.5946015013161672,0.45443740232561997,-0.44407055129394807,2022-04-03,0,2022,9,1,1.2275867922051815,1.2158308803538205,1,-0.24667593888770653,-1.2412201865229358,0.9882688056694595,2022-03-16,0.04616732419146003,0.724680058916866,1.3562120958678197,1.2803459158768322,-0.6807268187035591,7,3,0.21656203207239574,0.7438867790596931,0.3811889830244739
9,-0.4923679684324818,1.0155531850133352,1.3461905466066642,-1.0466818355321859,2023-05-14,8,2023,13,1,-0.0022136407793722263,-0.45634256455079664,1,-0.9967397235025272,0.13386449361104288,-1.0118704488730614,2021-01-31,1.6232480555201083,1.650032113116194,1.5666918239425758,-0.7041616534761111,-0.6807268187035591,6,2,0.9890737070474067,0.39449791359802805,-0.6236283535923591
10,-1.331583868266267,-0.14451556446644356,1.3461905466066642,-0.3819288177768435,2020-12-21,2,2020,3,0,-1.232014073763926,-0.7779143808786076,0,-0.5253255891517365,0.13386449361104288,-1.0118704488730614,2023-09-14,1.28040441827475,-1.533072260230626,0.444133274210543,0.46319574026091437,0.5122749666163828,5,3,-0.8166015038966287,0.24475982840017152,-0.6236283535923591
11,-1.331583868266267,-0.14451556446644356,0.45443740232561997,-0.90113935440002,2022-02-09,3,2022,8,0,1.2275867922051815,-1.228114923737543,0,0.15603006252126844,0.4776356636445376,0.9882688056694595,2023-10-27,-0.022401403257611637,-0.515276251288029,0.1634936367775348,-1.1711046109709213,0.5122749666163828,7,3,-0.8978191127570821,-0.41783119860034346,1.5023324783713992
12,-0.4923679684324818,-1.3045843139462223,-1.3290688862364683,-0.7609116267923431,2022-02-20,3,2022,8,1,-1.232014073763926,0.8299447007604474,1,0.07396201484076644,0.4776356636445376,0.9882688056694595,2022-11-27,1.0061295084784634,-0.5911546985754047,-1.309864459745758,-0.5874259141024086,0.5122749666163828,2,3,-0.2669660578875133,-0.02476872495597015,0.9601729502200468
13,0.34684793140130343,1.5955875597532247,1.3461905466066642,-0.7531439101027051,2021-12-18,2,2021,7,1,-1.232014073763926,-0.006142021691861271,1,-1.0978933636668669,1.5089491737450216,0.9882688056694595,2021-05-24,-1.2566384973409017,0.6456429343603578,0.8650927303600553,-1.1711046109709213,0.5122749666163828,7,3,0.7756413860885406,-0.9395322999828752,0.9381112018531581
14,0.34684793140130343,0.7255359976433905,-1.3290688862364683,-1.1644240674593314,2020-01-03,4,2020,0,0,-0.0022136407793722263,1.0228877905571339,1,-1.3631830991922105,0.8214068336780322,0.9882688056694595,2021-02-25,1.3489731457238217,-0.5037646274627472,0.09333372741928278,-1.0543688715972188,0.5122749666163828,7,3,0.9418541670122593,-0.02476872495597015,5.326686600674919
15,-0.4923679684324818,-0.4345327518363883,1.3461905466066642,-1.012340351220102,2024-06-03,6,2024,17,0,1.2275867922051815,0.5726872476981986,0,-0.8058837986641504,0.13386449361104288,0.9882688056694595,2023-02-11,-0.2966763130538983,-1.6411692156631499,0.514293183568795,0.6966672190083195,0.5122749666163828,8,3,-0.4105134595943613,-0.44403536350996836,2.29447130891132
16,1.1860638312350886,1.3055703723832799,0.45443740232561997,0.7701462154547403,2020-04-12,0,2020,1,1,-0.0022136407793722263,1.666031423212756,1,0.8144830032136683,1.5089491737450216,0.9882688056694595,2021-10-16,-0.2966763130538983,1.7337721571622986,1.0054125490765593,-1.2878403503446239,-0.6807268187035591,1,0,0.5017680538846858,-0.6727262572666947,-0.20511897174016153
17,-0.4923679684324818,-0.4345327518363883,1.3461905466066642,-0.48004734438279806,2023-03-10,7,2023,12,0,-1.232014073763926,-0.13477074822298568,1,1.0186988427907313,-1.5849913565564304,-1.0118704488730614,2023-07-02,0.8004233261312483,-0.7445962210270265,-0.6082653661632377,0.813402958382022,0.5122749666163828,7,3,-0.6768316653925924,2.805281085283518,-0.6236283535923591
18,-0.4923679684324818,1.0155531850133352,-1.3290688862364683,-0.8839686122439778,2020-07-20,5,2020,2,0,1.2275867922051815,1.3444596068849448,1,0.09686472582137164,-0.20990667642245178,0.9882688056694595,2021-08-16,-1.4623446796881168,-0.7153258116664015,-0.9590649129544979,-1.1711046109709213,0.5122749666163828,8,3,0.6169837315704454,-0.9331797751562996,1.4168053184648113
19,-1.331583868266267,-1.5946015013161672,-0.4373157419554242,-0.4093202397876724,2021-11-15,9,2021,7,0,-1.232014073763926,1.2158308803538205,0,-0.2791214461102306,1.165178003711527,0.9882688056694595,2023-10-02,0.5947171437840334,-0.8966338869145896,1.5666918239425758,-0.7041616534761111,-0.6807268187035591,1,0,-0.8505995727219348,-0.36018203579916874,0.3424545278714439
20,-0.4923679684324818,-0.4345327518363883,1.3461905466066642,0.6932867029467427,2024-03-07,7,2024,16,0,-1.232014073763926,-0.5206569278163589,1,-0.09399119901700512,1.5089491737450216,-1.0118704488730614,2023-01-07,-1.59948213458626,0.17254327227255775,1.2860521865095675,-1.4045760897183264,0.5122749666163828,6,2,-0.344406103545155,-1.0348201723815114,-0.6236283535923591
21,-0.4923679684324818,-0.4345327518363883,-0.4373157419554242,0.18756746373188474,2025-02-09,3,2025,20,1,1.2275867922051815,0.37974415790151195,1,0.8774654584103326,0.8214068336780322,-1.0118704488730614,2022-11-24,1.6918167829691801,-0.37741753669745925,-0.1873059100137254,-1.1711046109709213,0.5122749666163828,8,2,-0.26129971308329564,0.0916942301979182,-0.6236283535923591
