category,item,quantity,price,payment_method,card_type,city,province_state,country,gender,age,days_since_last_purchase,tenure,discount_used,purchase_frequency,avg_purchase_value,recency,purchase_per_tenure,discount_ratio
2,3,-0.4373157419554242,-0.75723218204462,6,2,20,25,3,0,57.0,1.3164340855385992,0.8214068336780322,-1.0118704488730614,-1.5309134071371884,0.3046461749504865,-0.22163529945377183,-1.0030575482486328,-0.6236283535923591
1,6,-0.4373157419554242,-0.1255941670187871,6,2,47,7,3,2,18.0,1.2343660378580972,-0.5536778464559464,-1.0118704488730614,-0.9137948600955433,-0.4872693128350568,0.13534442321194226,-0.5698153550761679,-0.6236283535923591
3,2,-0.4373157419554242,0.4631169926169407,3,1,20,25,3,1,50.0,-0.24476737963932277,0.4776356636445376,-1.0118704488730614,-0.9137948600955433,-1.2008496043461216,1.1024006031317604,-0.7584853424254671,-0.6236283535923591
0,0,-1.3290688862364683,-0.8753832411659568,8,3,1,2,3,0,34.0,-0.8249693911479881,-1.5849913565564304,0.9882688056694595,0.18330477908960335,1.5229129012406737,-0.7183848606235221,1.8619311485370218,1.3765714150721344
2,10,-0.4373157419554242,-1.0221522038806974,4,2,20,25,3,1,35.0,0.5778216564140811,1.165178003711527,0.9882688056694595,-1.4623446796881168,1.1394494807680249,0.6717583980112164,-0.9890819936301659,2.3936701642938814
0,4,1.3461905466066642,-0.9391602834598274,7,3,16,19,3,0,30.0,-0.48524584493567746,-1.2412201865229358,0.9882688056694595,-1.4623446796881168,-1.0419330412946706,0.643426673990128,-0.7934242289716336,1.7198400222356782
3,8,-0.4373157419554242,1.8347322291293477,4,2,16,19,3,2,36.0,0.21328683997278147,-1.5849913565564304,-1.0118704488730614,1.6232480555201083,-0.5598486971968945,1.5538194058677692,4.063081000945512,-0.6236283535923591
0,4,1.3461905466066642,-0.5589509928617532,7,3,47,7,3,0,54.0,0.33734319111772637,-0.5536778464559464,-1.0118704488730614,-0.2966763130538983,0.8205634622420788,0.1240117336035069,-0.1924753803775694,-0.6236283535923591
3,8,0.45443740232561997,0.9189593141404382,2,0,25,10,3,2,65.0,-1.1265217523926234,1.5089491737450216,0.9882688056694595,0.38901096143681835,0.7903103532866126,0.8436375237391528,-0.4821505124694227,-0.23305029095435287
3,8,-0.4373157419554242,-0.8602566349808722,3,1,19,26,3,1,22.0,0.34306886886287763,-1.2412201865229358,0.9882688056694595,-1.1195010424427583,0.5632365540501093,0.14856589442178353,-0.44403536350996836,1.3094140725670653
0,4,-1.3290688862364683,-0.8340916945526177,0,3,18,28,2,0,46.0,-0.07490560653316744,0.4776356636445376,-1.0118704488730614,1.5546793280710367,0.4876388780755451,-1.0017021008344063,0.18486459432102895,-0.6236283535923591
0,0,0.45443740232561997,-0.5957454403389862,1,0,38,12,3,0,49.0,-0.5367769446420392,1.165178003711527,-1.0118704488730614,1.486110600621965,-1.471232378583838,0.8587477765503999,-0.08765872073906984,-0.6236283535923591
3,9,1.3461905466066642,-0.20858608743965693,3,1,42,29,2,2,31.0,-1.1532415818699961,0.8214068336780322,-1.0118704488730614,0.5947171437840334,1.0058023358696313,1.4782681418115333,-0.2809872262945246,-0.6236283535923591
0,0,-1.3290688862364683,-0.9035923175651688,1,0,6,26,3,0,34.0,-1.6151129199788679,1.5089491737450216,0.9882688056694595,1.486110600621965,-1.4223079773263902,1.5538194058677692,-0.17722932079378773,1.515139471335036
3,8,-1.3290688862364683,0.9602508607537773,5,3,23,22,3,1,34.0,1.6733346649863636,-0.20990667642245178,0.9882688056694595,-0.5023824954011133,-0.6318665389331085,0.5149895250945271,-0.44403536350996836,-0.24015171027504392
0,7,-0.4373157419554242,-0.043419900986300025,1,0,38,12,3,1,52.0,1.5989008542993968,0.13386449361104288,0.9882688056694595,1.3489731457238217,-0.9325726149544937,1.451825199391851,0.2747074454397429,0.06353705080366855
1,11,-0.4373157419554242,-1.0564936881927816,7,3,11,19,3,2,20.0,-0.9070374388284901,1.5089491737450216,-1.0118704488730614,-1.2566384973409017,1.1400812162218512,-1.4625648115774446,-0.9395322999828752,-0.6236283535923591
3,2,-1.3290688862364683,0.1973793163924803,1,0,18,28,2,1,50.0,0.5969072488979188,1.165178003711527,0.9882688056694595,0.45757968888589,-1.5161557886337178,-0.2669660578875133,-0.4021086996545685,-0.04617843393183167
3,8,-1.3290688862364683,-0.3332783816680576,6,2,44,13,3,0,61.0,-1.6990895269077537,1.165178003711527,0.9882688056694595,1.486110600621965,1.4141140175261202,-1.0168123536456535,-0.08765872073906984,0.2673012798780239
3,9,1.3461905466066642,2.4741379608448186,0,1,28,30,3,2,46.0,-1.2639380182762547,-0.5536778464559464,0.9882688056694595,-0.570951222850185,-0.601051887352019,-1.3057959386607554,-0.36018203579916874,-0.3935340833798201
0,4,1.3461905466066642,-0.9665517054706565,6,2,26,13,3,2,70.0,-0.5100571151646665,-0.20990667642245178,0.9882688056694595,1.6232480555201083,-1.2171343404892034,0.8587477765503999,0.6390701194211935,1.9063155343265077
1,1,0.45443740232561997,0.37113087392385824,0,3,26,13,3,0,21.0,-0.9203973535671764,-1.5849913565564304,-1.0118704488730614,0.8004233261312483,-0.6230924354077413,0.15234345762459534,2.805281085283518,-0.6236283535923591
3,5,-1.3290688862364683,0.1847056733725444,4,2,47,7,3,0,37.0,-0.38218364552295403,1.165178003711527,-1.0118704488730614,-0.5023824954011133,-1.271393396690074,-0.6522775045743158,-0.6955953466423673,-0.6236283535923591
1,6,1.3461905466066642,-0.0025371815671522647,8,1,21,3,2,0,41.0,-1.5712160572660412,-0.20990667642245178,0.9882688056694595,-0.2966763130538983,-1.3475526152902615,0.47532511146500334,-0.3392187038714688,0.0420631319162927
0,0,-1.3290688862364683,-0.179559356652062,2,2,41,30,3,0,50.0,-1.0768992119346454,1.165178003711527,-1.0118704488730614,1.6232480555201083,0.9483846023996282,0.5924295707521687,-0.045732056883669985,-0.6236283535923591
0,0,1.3461905466066642,-0.38151999058265196,4,2,20,25,3,0,56.0,1.1351209569421412,0.4776356636445376,-1.0118704488730614,-0.43381376795204163,1.0116283406104754,-0.5918364933293272,-0.5750561880580928,-0.6236283535923591
3,8,0.45443740232561997,1.9189506311327922,6,2,20,25,3,2,64.0,-1.0100996382412135,-1.5849913565564304,-1.0118704488730614,-0.36524504050296996,0.5562874640580184,1.4744905786087217,1.0233978714290253,-0.6236283535923591
0,4,0.45443740232561997,-0.22125973045959282,3,1,21,3,2,1,33.0,-1.2486695442891844,-0.5536778464559464,-1.0118704488730614,1.6918167829691801,-1.3395506328751268,0.3317777097581553,1.0233978714290253,-0.6236283535923591
0,4,-0.4373157419554242,-0.8811068218846375,8,2,46,30,3,0,36.0,-1.393720047166351,-0.20990667642245178,-1.0118704488730614,0.9375607810293917,-0.46298259427684035,0.2354498480864547,0.2896812539595285,-0.6236283535923591
2,10,0.45443740232561997,-0.8753832411659568,3,1,22,21,3,0,30.0,-0.18751060218780974,0.4776356636445376,0.9882688056694595,-0.570951222850185,1.6414685880754354,-0.9601489056034767,-0.6274645178773426,1.3765714150721344
0,4,-1.3290688862364683,-0.8128326804546608,5,3,1,2,3,1,68.0,0.3945999685692394,-1.5849913565564304,-1.0118704488730614,0.38901096143681835,0.05798857664536344,-0.6654989757841571,2.1763811274525207,-0.6236283535923591
1,6,-1.3290688862364683,-0.3312342456971002,9,0,21,3,2,1,39.0,0.1942012474889438,-0.5536778464559464,-1.0118704488730614,-0.7080886777483283,-1.1905312586002899,-0.9563713424006649,-0.44403536350996836,-0.6236283535923591
3,8,-1.3290688862364683,-0.7960707654928102,9,2,42,29,2,2,55.0,-0.8020666801673829,1.165178003711527,0.9882688056694595,0.3204422339877467,1.6913756889277243,-0.9488162159950413,-0.44403536350996836,1.0683595365011165
0,4,-1.3290688862364683,-0.7245260065093017,3,1,34,0,3,0,63.0,1.1790178196549679,0.13386449361104288,0.9882688056694595,-0.5023824954011133,0.3847361919300386,0.4791026746678151,-0.5338782146286822,0.8618756587003088
1,1,1.3461905466066642,0.06042220633833525,8,2,11,19,3,0,23.0,-1.1475159041248448,0.13386449361104288,-1.0118704488730614,1.0061295084784634,-0.6157923812746359,0.39410750260454985,0.12496936024188639,-0.6236283535923591
1,6,1.3461905466066642,0.1532259794198008,3,1,21,28,2,1,45.0,1.7076887314572715,-1.2412201865229358,0.9882688056694595,0.8004233261312483,-0.5147147086624054,-0.3028529083142253,1.5125422830753568,-0.028763021666169297
0,0,0.45443740232561997,-0.7555968732678539,5,3,16,19,3,2,54.0,0.9690763023327534,0.8214068336780322,-1.0118704488730614,-1.1880697698918299,-1.5693619524115447,1.0268493390755247,-0.8865945930947442,-0.6236283535923591
2,3,-0.4373157419554242,-0.9179012693618706,7,3,35,19,3,1,23.0,-1.122704633895856,-1.5849913565564304,-1.0118704488730614,0.251873506538675,1.0124004617207074,0.7246442828505815,1.9667478081755214,-0.6236283535923591
3,2,0.45443740232561997,0.7026897284131466,0,3,33,23,2,2,56.0,0.012888118892485867,-0.8974490164894412,0.9882688056694595,-0.8452261326464716,0.13569203746601546,-0.8336005383092817,-0.3916270336907186,-0.19109784524156
1,6,1.3461905466066642,0.18184388301320403,3,1,24,30,3,1,61.0,-0.6054850775838548,0.13386449361104288,0.9882688056694595,-1.4623446796881168,-0.8633624863463971,-0.8014912510853816,-0.9531448531826805,-0.040168273168451736
1,6,-0.4373157419554242,0.018313005336613154,8,2,46,30,3,1,68.0,1.2668115450806212,-0.20990667642245178,0.9882688056694595,-1.4623446796881168,0.380875586378877,-0.325518287531096,-0.9331797751562996,0.03162010953519717
0,7,-1.3290688862364683,-0.8688420060588933,3,1,47,7,3,1,64.0,-0.2657615313715442,0.13386449361104288,-1.0118704488730614,-0.570951222850185,-0.46347394407426107,1.3970505329510798,-0.5638258316682536,-0.6236283535923591
2,10,1.3461905466066642,-0.7674528618994069,4,2,14,20,2,2,23.0,-0.9604770977832356,0.4776356636445376,0.9882688056694595,0.18330477908960335,-0.5378081491411719,0.8908570637743002,-0.3392187038714688,0.979240535518014
2,10,1.3461905466066642,-0.7874853944147892,6,2,15,25,3,0,59.0,-0.19896195767811234,-0.8974490164894412,0.9882688056694595,0.18330477908960335,-1.5978602406619375,0.27133669851316666,0.39449791359802805,1.0406003601792704
0,0,1.3461905466066642,-0.8210092243384903,1,0,0,6,3,2,45.0,0.05296786310854498,0.4776356636445376,-1.0118704488730614,-1.6680508620353316,0.23592739613981034,-1.1905802609749958,-1.0467311564313408,-0.6236283535923591
1,6,0.45443740232561997,0.08536066518401536,8,0,18,28,2,2,24.0,0.701878007559026,-0.20990667642245178,0.9882688056694595,0.8004233261312483,-0.038737140618284746,0.643426673990128,0.21980348086719553,0.00015283341428389037
1,11,-0.4373157419554242,0.3167568570963918,9,0,4,19,3,2,45.0,0.05296786310854498,0.4776356636445376,-1.0118704488730614,-1.6680508620353316,0.23592739613981034,-1.1905802609749958,-1.0467311564313408,-0.6236283535923591
0,7,-0.4373157419554242,-0.3631227668440355,6,2,3,25,3,2,59.0,-0.5978508405903198,0.13386449361104288,-1.0118704488730614,-1.3252072247899733,-1.5086451560160037,-1.1641373185553132,-0.893249619103538,-0.6236283535923591
0,7,0.45443740232561997,-0.682007978313388,0,2,1,2,3,2,69.0,-0.742901343467486,0.8214068336780322,0.9882688056694595,0.251873506538675,-0.5418091403487395,-0.5653935509096447,-0.397450181448413,0.7614254524074364
3,5,1.3461905466066642,0.7439812750264857,2,3,8,14,3,1,42.0,-0.1836934836910422,0.4776356636445376,-1.0118704488730614,-0.2966763130538983,0.11954768697933969,1.1949509016006492,-0.5226478582388431,-0.6236283535923591
3,5,-0.4373157419554242,0.6462715756147226,5,3,41,30,3,1,27.0,0.19992692523409508,1.165178003711527,0.9882688056694595,-0.43381376795204163,-0.031015929515961636,0.45643729545094436,-0.6746320147146674,-0.17862882285751772
3,5,0.45443740232561997,0.7799580681153359,0,2,1,2,3,2,43.0,-0.04436865855902716,0.13386449361104288,-1.0118704488730614,1.0061295084784634,-1.0036779499240696,-0.8789312967430232,0.12496936024188639,-0.6236283535923591
1,6,1.3461905466066642,0.11929332230190792,2,2,25,10,3,2,63.0,-1.6666440196852297,0.13386449361104288,-1.0118704488730614,-0.5023824954011133,-0.16059189037858473,1.7313648763999232,-0.5338782146286822,-0.6236283535923591
0,4,-1.3290688862364683,-0.662384272992197,2,2,49,6,3,0,19.0,0.37360581683701793,1.165178003711527,-1.0118704488730614,1.486110600621965,0.7421580731393972,-0.4822871604477853,-0.08765872073906984,-0.6236283535923591
3,2,-0.4373157419554242,0.2865036447262224,0,2,24,30,3,0,46.0,-0.7123643954933458,-0.8974490164894412,0.9882688056694595,1.2118356908256784,0.2666718548926974,-1.1962466057792134,1.1806228608867746,-0.07839857278158718
1,1,0.45443740232561997,0.0056393623166772575,2,3,0,6,3,1,26.0,-1.2085898000731254,0.8214068336780322,-1.0118704488730614,-1.0509323149936867,0.9516836653251665,-1.024367480051277,-0.8400094110331889,-0.6236283535923591
3,5,1.3461905466066642,0.6127477456910214,7,3,15,25,3,0,59.0,-0.275304327613463,1.165178003711527,-1.0118704488730614,0.9375607810293917,-1.2552490462033985,0.5508763755212391,-0.2553653761606692,-0.6236283535923591
2,10,-0.4373157419554242,-0.6313134062336448,5,3,32,17,3,0,18.0,-1.15515014111838,0.4776356636445376,0.9882688056694595,-0.9137948600955433,0.29545091445590166,0.18634152644990143,-0.7584853424254671,0.6580881046673799
1,6,1.3461905466066642,0.4246872363629419,8,2,25,10,3,0,35.0,-1.7353521526270452,-1.5849913565564304,0.9882688056694595,0.3204422339877467,-1.176633078616108,-1.0281450432540888,2.071564467814021,-0.12181145049985367
2,3,-1.3290688862364683,-1.1492974612742468,2,3,40,11,3,1,28.0,1.0606871462551744,1.5089491737450216,0.9882688056694595,0.9375607810293917,-1.2936445232304055,0.4356606978354795,-0.32968991663160524,4.76931532647773
